Carimbo de data/hora,Qual sua faixa etária? ,Escolaridade,Qual seu gênero?,Qual sua religião?,Local do Brasil onde mora,Estado cívil,Raça,Quantos anos você tinha quando se casou?,Você namorou por quanto tempo antes de se casar?,Quanto tempo de noivado/preparação para o casamento?,"Pelo dicionário expectativas podem ser compreendidas como, situação de quem espera a ocorrência de algo, ou sua probabilidade de ocorrência, em determinado momento. Na sua perspectiva, as expectativas: ",Quais eram ás suas expectativas no inicio do casamento?,"As expectativas citadas na questão acima, se supriram ao longo do tempo? ",Quais fatores eram importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).,"Na sua perspectiva, quais eram as expectativas que seu conjuge tinha em relação ao casamento no ínicio? ",Quais sentimentos apareceram nos primeiros anos de casado? (Tendo como referência os primeiros dois anos),Por algum momento você se arrependeu de ter casado?,Algum dos motivos para você ter se arrependido de se casar foi devido a uma quebra de expectativas?,"Se você respondeu sim, para a ultima pergunta, quais expectativas foram quebradas? ",O que você fez quando houve quebra de expectativas? ,"E atualmente, depois de um tempo de casado, quais caracteristicas são mais importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).","E hoje, você se permite criar expectativas para o casamento? ","Se a sua resposta foi sim, na pergunta anterior, depois de um tempo de casado, quais são as expectativas para os proximos anos? ",O que foi importante para moldar e criar suas expectativas em relação ao casamento?,Conte um pouco de como foi o início do casamento para voce? 
06/04/2023 03:51:41,Acima de 42 anos,Pós Graduação,Masculino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",não,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,sim,sim,Reciprocidade amorosa e questão financeira.,"Convesei, Me separei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia",Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Religião","Foi de entusiasmo, o novo, tudo era diferente do período de solteiro. Mas o viver a dois requer muita compreensão, amizade, diálogo, disciplina e fidelidade. Algumas coisas foram se perdendo ao longo do tempo, como por exemplo o cair na rotina."
06/04/2023 04:01:45,36 á 41 anos,Graduação em curso,Femino,Católico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,Minha família,Reciprocidade Amorosa,Alegria,não,não,,Convesei,Personalidade do meu conjuge,Sim,"Personalidade do meu conjuge, Financeiros","Histórias antigas das minhas referências (pais, avós, familiares, líderes)",Início de muita imaturidade quanto da parte quanto da dele 
06/04/2023 04:55:45,Acima de 42 anos,Ensino Médio,Femino,Evangelico,Sudeste,Divorciado (a),Pardo,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,,Segurança afetiva (vínculo seguro e constante),não,Personalidade do meu conjuge,Reciprocidade Amorosa,Alegria,sim,não,,Me separei,Personalidade do meu conjuge,Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes)",
06/04/2023 05:47:45,24 á 29 anos,Pós Graduação,Femino,Católico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Minha família","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos","Alegria, Tristeza, Medo",não,não,,,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente",Sim,Financeiros,Valores,
06/04/2023 07:34:31,36 á 41 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Negro,30 á 35 anos,Entre 2 e 3 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Tristeza,sim,não,,"Convesei, Procurei Terapia individual, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Valores, Religião","Difícil pq a mãe dele morreu 1 semana antes do nosso casamento. Passado o luto, tudo ficou ótimo! "
06/04/2023 07:39:55,24 á 29 anos,Ensino Médio,Femino,Evangelico,Nordeste,Casado,Pardo,18 a 23 anos,Menos de 1 ano,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))","Alegria, Tristeza, Medo, Arrependimento",sim,sim,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, A família do conjuge ou minha familia, Ambiente",Sim,"Financeiros, A família do conjuge ou minha familia, Ambiente",Valores,
06/04/2023 07:42:21,30 á 35 anos,Ensino Médio,Femino,Evangelico,Sul,Casado,Negro,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",não,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos","Alegria, Medo",sim,sim,,Convesei,Ambiente,Sim,Financeiros,"Valores, Religião",
06/04/2023 07:45:05,Acima de 42 anos,Pós Graduação,Femino,Católico,Nordeste,União estável (casado apenas no cartório),Pardo,18 a 23 anos,Acimas de 4 anos,Acima de 3 anos,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Personalidade do meu conjuge, Trabalho (jornada, turno, tempo de descanso, etc)",Reciprocidade Amorosa,Alegria,não,não,,Convesei,Financeiros,Não,,Trabalho do meu conjuge,"Difícil, pois tivemos o primeiro filho cedo, tendo que conciliar o trabalho e o cuidado com a criança. "
06/04/2023 07:55:43,Acima de 42 anos,Pós Graduação,Femino,Católico,Sul,União estável (casado apenas no cartório),Branco,24 á 29 anos,Acimas de 4 anos,Acima de 3 anos,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,Minha família,Segurança afetiva (vínculo seguro e constante),Medo,sim,sim,Harmonia ,Tentamos juntos ,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente",Sim,Financeiros,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião, Trabalho do meu conjuge",Dificik
06/04/2023 07:59:11,30 á 35 anos,Pós Graduação,Femino,Evangelico,Centro Oeste,Casado,Branco,24 á 29 anos,Entre 3 e 4 anos,menos de 6 meses,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)",Segurança afetiva (vínculo seguro e constante),Alegria,não,não,,,"Personalidade do meu conjuge, Financeiros, Ambiente",Não,,Valores,
06/04/2023 08:00:08,30 á 35 anos,Graduação em curso,Femino,Evangelico,Sul,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)","Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,Convesei,"Personalidade do meu conjuge, Ambiente",Sim,Ambiente,"Valores, Religião","Difícil. Como vim de uma criação totalmente diferente da dele tivemos vários choques de realidade. E logo depois que casamos, mudamos de Estado. Somos do Rio e fomos morar em SP. Ele foi estudar Teologia. Estavamos num estado novo, sem rede de apoio, só eu e ele. De certa forma foi bom, nos fortaleceu, ficamos parceiros um do outro, mas depois de 1 ano os atritos foram se intensificando. Somos muito diferentes. Quase nos separamos, só não fomos até o fim pois na época era caro pra dar entrada nos papéis. E graças a Deus por isso. O divórcio deixou de ser opção. O jeito era continuar casado e então tinhamos que resolver. Foi um longo caminho, mas crescemos, os filhos vieram, hoje somos 6. Temos 2 casais de filhos, os caçulas são gêmeos. Quando ele se formou, fomos pra mais longe ainda. Hoje meu esposo é pastor aqui em Porto Alegre-RS. Não somos perfeitos, mas aprendemos que é na nossa imperfeição que Deus opera. Hoje sou realizada no casamento e com a minha família."
06/04/2023 08:07:03,30 á 35 anos,Pós Graduação,Femino,Judeu,Nordeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Financeiros, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos","Alegria, Tristeza, Medo",sim,sim,"Confiança, comunicação…","Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,Personalidade do meu conjuge,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores","Filipe e eu nos casamos em 14 de julho de 2019, depois de 1a e 3m fazendo corte. Quando casamos passamos pelos 3 maiores problemas que um casal pode ter: comunicação, sexo e dinheiro. Fomos pra lua de mel e, quando voltamos, descobri que estávamos devendo 20k ao banco - fiquei perplexa, porque não sabia para onde tinha ido tanto dinheiro -; em relação à comunicação, era péssima, hoje costumamos brincar dizendo que ele falava “homenês” e eu “mulherês” e, por fim, tivemos problemas com o sexo, porque ele não conseguia ejacular, então eu me sentia muito frustrada por não conseguir ou ver meu esposo ter prazer. Costumamos dizer hoje que tudo isso que aconteceu com a gente durante os 6 primeiros meses de casados, foi um grande teste pra mantermos nosso casamento de pé. Hoje, prestes a completar 4 anos de casados, ratificamos dia após dia a escolher que fizemos naquele 14 de julho."
06/04/2023 08:08:17,24 á 29 anos,Graduação em curso,Femino,Católico,Sudeste,Solteiro,Pardo,,,,,,,,,,,,,,,,,,
06/04/2023 08:13:42,36 á 41 anos,Pós Graduação,Femino,Espirita,Nordeste,Casado,Branco,24 á 29 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, A família do conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)","Alegria, Medo",não,não,,Convesei,Personalidade do meu conjuge,Sim,"Personalidade do meu conjuge, A família do conjuge ou minha familia",Valores,A adaptação foi um pouco difícil pois mudei de estado e deixei toda minha família. Isso me deu medo. O que foi determinante foi o acolhimento do meu esposo e toda sua família que hoje é minha com 100% de certeza. As minhas expectativas foram alcançadas pois vivo em paz. Tenho um grande companheiro. Fizemos 16 anos de casamento e somis muito felizes. Temos 01 filho autista de 10 anos. 
06/04/2023 08:20:04,Acima de 42 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",não,Personalidade do meu conjuge,Aceitação Social,Arrependimento,sim,sim,Todas,Perseverei e tentei reajustar a relação,Financeiros,Não,,Religião,
06/04/2023 08:26:25,Acima de 42 anos,Ensino Médio,Femino,Católico,Sudeste,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Branco,36 á 41 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Não me lembro,não,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Minha família",Segurança afetiva (vínculo seguro e constante),Arrependimento,sim,sim,Familia do marido,"Convesei, Procurei Terapia individual, Pedi ajuda de lideres religiosos","Personalidade do meu conjuge, Financeiros",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores","Bastante conflutuoso com relação a hábitos, vida e família do marido. Problemas "
06/04/2023 08:28:05,30 á 35 anos,Graduação em curso,Femino,Sem religião ,Sudeste,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Minha família","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante)","Alegria, Medo, Arrependimento",sim,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores","Os primeiros anos foram mais difíceis pois estávamos nos adaptando um ao outro e não tínhamos muita maturidade emocional. Mas hoje, após 9 anos casada, vejo que o mais importante é o respeito, confiança e comunicação. "
06/04/2023 08:45:41,Acima de 42 anos,Graduação completa,Femino,Católico,Sudeste,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Pardo,Acima de 42 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,"Personalidade do meu conjuge, A família do conjuge","Reciprocidade Amorosa, Aceitação Social",Alegria,não,não,,,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi ótimo como qualquer relação entre duas pessoas, e ao passar do tempo, também há dificuldades e diferenças como qualquer outra relação. Mas com amor, dedicação e fé em Deus, superamos todos os obstáculos."
06/04/2023 08:47:10,Acima de 42 anos,Pós Graduação,Femino,Católico,Nordeste,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Pardo,36 á 41 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Trabalho (jornada, turno, tempo de descanso, etc)",Segurança afetiva (vínculo seguro e constante),"Medo, Arrependimento",sim,sim,reciprocidade,"Convesei, ",Personalidade do meu conjuge,Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes)",
06/04/2023 08:49:56,Acima de 42 anos,Ensino Médio,Femino,Católico,Sudeste,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Pardo,Acima de 42 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,Personalidade do meu conjuge,Ascensão financeira,Alegria,não,,,,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi tudo muito novo, porque nunca tinha morado com uma pessoa anteriormente. Foi muito bom!"
06/04/2023 08:56:58,24 á 29 anos,Graduação completa,Femino,Católico,Sudeste,Casado,Branco,18 a 23 anos,Entre 2 e 3 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",sim,"Personalidade do meu conjuge, Financeiros, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))","Alegria, Medo",não,não,,Convesei,Ambiente,Sim,A família do conjuge ou minha familia,"Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi um período de muito aprendizado. Conviver com as diferenças do outro requer muita paciência e entrega. 
Alinhar tudo que era conversado antes do casamento e por em prática nem sempre é tão fácil. Encontrar os limites de cada um, priorizar o tempo de qualidade um com outro, respeitar a individualidade e sempre alinhar as expectativas, traçar planos pra alcançar, criar novos sonhos e metas…. Tudo isso requer dedicação e encontrar esse equilíbrio não é tão natural igual se imagina durante o namoro e o noivado. "
